unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B000KUDVQU:nice!:v._belgard,B000KUDVQU,Leg Avenue Two Piece Slinky Tube Dress with Cut Out Back: Apparel,apparel,,5.0,Nice!,"February 10, 2007",V. Belgard,,"In my experiences, Leg Avenue has always met my expections. This time was no different. The item shipped fast, was packaged effectively, and is exactly like pictured. This item is body-hugging nylon and is great for club night when you want to show a little skin. Fishnet and knee high ""dom"" boots look great with it"
B000GFH5D4:great_buy!:tiffany_a._ballinger,B000GFH5D4,Soffe Women's Heather Jersey Hoodie: Apparel,apparel,1 of 1,5.0,Great buy!,"January 4, 2007",Tiffany A. Ballinger,,"This hoodie paired with the matching pants is such a bargain!  Together, the whole outfit is $26!  Where else can you find such a buy?  This hoodie is very well made-just to be expected from Soffe.  Very comfortable!  But, you do need to know that the jacket is a short cropped length.  It does not meet at the waist of the pants.  Very cute and stylish"
B000CP16HY:fantastic!:tonstant_weader,B000CP16HY,3-Pack Sleep N Play (Basket Weave): Apparel,apparel,2 of 2,5.0,Fantastic!,"December 21, 2006",Tonstant Weader,Northern Europe,"Perfect for a newborn in winter. These rompers are well constructed, inexpensive, and not too thick to prevent layering under other clothes should the need arise. The Orange and Yellow ones are especially cheerful. I should note that the legs became too short for my son long before the rest of the romper ceased to fit, so if you have a long-legged baby perhaps try a size up"
"B000GRK5ES:great_bra:a._mcdonald_""amc""",B000GRK5ES,Le Mystere Dream Tisha Lace Bra (965): Apparel,apparel,1 of 1,5.0,Great bra,"March 11, 2007","A. McDonald ""AMC""",Texas,"I tried this on in the store but they didn't have it in nude. Great bra, especially for a bigger chest"
B00006WMJ3:awesome_thong!!!_quite_sheer_and_slightly_boosts_and_fits_around_and_each_of_your_naughty_bits:justin_blade,B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,1 of 1,5.0,Awesome Thong!!! Quite Sheer and slightly boosts and fits around and each of your naughty bits,"March 3, 2007",Justin Blade,Barbados,"An incredible thong for the confident man. Extremely sexy, showing off your rear while hiding the essentials back there. Also to the front fits around your package in an incredible way creating almost a seperate pouch for each of the male genitals making an extremely natural fit and feel... except that the curvature will lift and extend your package quite a bit to create a significant effect under clothes and definitely when visable (although the sheerness will negate some of effect). It is quite sheer, extremely so when wet (near nude beach style), so be prepared to be showing off your stuff to that special someone or that nudish beach"
"B00006WMJ3:great_thong:thong_guy_""rob""",B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,2 of 2,4.0,Great thong,"March 19, 2006","Thong Guy ""Rob""","NY, NY United States",I own a few thongs and this is the best one I've purchased- the silk is so light you hardly know you're wearing it and I think looks damn sexy whilst giving you support
"B00006WMJ3:weird_feeling_at_first_but_then_its_magnific!:muscl-luvr_""joe""",B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,2 of 2,5.0,Weird feeling at first but then its magnific!,"February 11, 2006","Muscl-Luvr ""Joe""",PR,"The first time I used this one was almost as fast as I recieved it to try it on, it felt weird at first and I thought I wasn't going to be able to use it as underwear, it was the best of all the thongs I have(not that many).

I wore it for college and it felt wonderfull, almost like going commando, but at the same time offering some protection, if I didn't have a roommate I would wear nothing but these when I am in the appartment.  Strongly recommended"
"B00006WMJ3:really_comfortable_and_sexy:explorer_""al""",B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,3 of 4,5.0,Really Comfortable and Sexy,"April 26, 2005","Explorer ""Al""","MN, USA","This thong is the best thing I have ever worn. The soft and expandable material just hugs your body and the front pouch is really well designed and holds your ""things"" really well.... I mean unlike traditional briefs, these thongs have more room for them. I am thinking of ordering more of these babies for daily wear"
"B00006WMJ3:sooooo_comfortable!!!!!!!!!!:skip_speaking_""been_there_done_that""",B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,4 of 5,5.0,Sooooo Comfortable!!!!!!!!!!,"October 25, 2004","Skip Speaking ""Been There Done That""",Pompano Beach,I've never worn thong underwear before I purchased this on a whim.  But it is the most comfortable underwear I've ever worn. I'm ordering many many more.  Thanks
B00006WMJ3:sexy_and_comfortable:ryan_eckenrode,B00006WMJ3,International Male Silk Extreme Thong: Apparel,apparel,3 of 3,5.0,sexy and comfortable,"February 3, 2004",Ryan Eckenrode,"York, PA","I've always wanted something red and sexy. These underwear are exactly what I was looking for.  I was slightly hesitant to buy silk underwear at first, but this thong is quite comfortable.  The thin sides and the pouch design allow for plenty of movement.  Some may find the cut in the front to be somewhat low, but I like it"
B000L70ZMK:too_cute!!:linda_reese,B000L70ZMK,Infants' Crocs Kids Disney&#169; Cayman: Apparel,apparel,,5.0,Too cute!!,"April 18, 2007",Linda Reese,"Gilbert, AZ USA","I searched all over town for Crocs for my little man (size 4 1/2) with no luck. The smallest size they come is size 6-7 (obviously way too big) except for the Disney style. They are a little more expensive, but worth it. They are so easy to put on & take off, and they look so cute on him. I was worried that the color might be too bright, but they're not & they look great with most of his outfits! People stop us all the time to ask where we got them...I have yet to see them in a store, but I will be buying another pair in red & black from Amazon"
B000L70ZMK:the_cutest_things:j._westfall,B000L70ZMK,Infants' Crocs Kids Disney&#169; Cayman: Apparel,apparel,1 of 1,5.0,The cutest things,"March 10, 2007",J. Westfall,"Mesa, Arizona USA",These are the most adorable little shoes.  My youngest granddaughter wanted Crocs like her big sister.  I ordered these and she even wants to sleep in them.  They are adorable.
B000BBYF90:moisture_licking_cotton_ticking:steven_dellaporta,B000BBYF90,Champion Men's Elite Crew Sock w/ Moisture Wicking & Odor Resistance - 6 Pair Pack: Apparel,apparel,,5.0,Moisture Licking Cotton Ticking,"February 6, 2007",Steven Dellaporta,,"How can you not like these. Comfortable, durable and a great bargain"
B000BBYF90:these_are_some_awesome_socks:thomas_b._gross,B000BBYF90,Champion Men's Elite Crew Sock w/ Moisture Wicking & Odor Resistance - 6 Pair Pack: Apparel,apparel,3 of 3,5.0,These are some awesome socks,"February 13, 2006",Thomas B. Gross,"Winchester, MA USA",I wear these virtually every day at the gym.  A great athletic sock.  I own about 2 dozen pairs.  Why run out?  Very consistent manufacturing: no worries matching socks if all your white ones are the same exact design.
B0002X62FM:easy_to_work_with.:r._gesswein,B0002X62FM,Carhartt Fleece Active Jacket Mens: Apparel,apparel,1 of 2,5.0,Easy to work with.,"January 10, 2007",R. Gesswein,"Arlington, VA United States","I ordered the jacket XL Tall. Surprisingly, it was too tall. I had to return and order just an XL during the height of the holiday shipping season. I received the XL jacket just fine and it fit properly. I used the online chat they have setup and it worked well. I also called on the phone and got through to live people easily"
B00081FW5E:this_sizing_works!:r._hardy,B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,,4.0,This Sizing Works!,"March 15, 2007",R. Hardy,"Spanish Fork, Utah","Having enjoyed Isotoner slippers for many years, I was sorely disappointed when they changed their sizing/fit several years ago.  The package sizing remained the same, however, they decided to ""scrimp"" on the fabric.  Consequently, newly purchased slippers, though well within my known size range, (supposedly through a 10 1/2) still ran short in the toe (I wear a 10), thus far less comfortable.  Was I sure...you bet.  I still have an ancient pair that when I slip on, are an excellent fit.  

No stores carried sizes beyond XL...until I saw these on Amazon.  I ordered them in XXL and they really do fit.  Re-ordered 2 more pair for each of my daughters (who've had the same problem).

I have to give 4 stars as I've found their overall quality is not quite what it used to be...but at least they fit"
B00081FW5E:pretty_prom_shoes...:nina_ballerina,B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,,5.0,Pretty prom shoes...,"February 22, 2007",Nina Ballerina,California/ Australia,"I was skeptical about whether these slippers would be as attractive as they looked in the picture or as durable as the reviews said. They're both!

Totally gorgeous satiny comfortable slippers which will hold together fabulously.

Thanks Amazon"
"B00081FW5E:ballerina_slippers:regina_t._jergensen_""j""",B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,,5.0,Ballerina Slippers,"January 18, 2007","Regina T. Jergensen ""J""",,Arrived on time and  my wife is very happy with them. Thank
"B00081FW5E:shoes_off,_ballerinas_on.:l._cuomo_""cookbook_collector""",B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,1 of 1,5.0,"Shoes off, Ballerinas on.","January 12, 2007","L. Cuomo ""Cookbook Collector""","Oak Ridge, New Jersey United States","I love these slippers.  Their perfect fit and feel make them the first thing I slip into when I come home from work and first thing I put on  in the morning.  The elastic is not too tight and doesn't bind. The terry insoles cushion and comfort my feet.  The shiny beige makes them look like real ballerina shoes, which adds a whimsical touch.  I love the leather sole that allows me to go outside without concern. I've worn them while sitting outside with my Saturday morning coffee, weather permitting.
Isontoner quality will allow me to wear these for at least 15 years.  Proof?  I still have my first Isotoner slippers which I received as a gift 20 years ago.  If you see a pair for sale, I say go for it"
B00081FW5E:great_slippers:maureen_a._shoemaker,B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,3 of 3,5.0,Great slippers,"July 25, 2006",Maureen A. Shoemaker,,I've been wearing these slippers for years and they've become increasingly hard to find in stores so I'm grateful to Amazon for finding them for me
B00081FW5E:foot_massage:patricia_marden,B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,4 of 4,5.0,Foot massage,"March 7, 2006",Patricia Marden,,They used to advertise these as being like a massage for your feet.  This is true.  They feel WONDERFUL.  It's great when a product lives up to the advertisement
"B00081FW5E:very_pleased:rebekah_barker_""rarb1276""",B00081FW5E,Classic Satin Ballerina Slippers by totes ISOTONER: Apparel,apparel,6 of 6,5.0,Very pleased,"March 6, 2006","Rebekah Barker ""rarb1276""",,"The order was delivered in a timely manner, well packaged and as described.  Thanks"
B0007KQHIW:this_t-shirt_is_quality:tracy_a._pitts,B0007KQHIW,Vote For Pedro - Top Quality Adult & Youth Cotton Ringer T-Shirt: Apparel,apparel,,5.0,this t-shirt is quality,"April 1, 2007",Tracy A. Pitts,"San Francisco, CA United States",Just a note to say the this t-shirt has some good things going for it. It is the size that it says it is. Medium is really a Medium is NOT really a Large. The printing held up well in the wash and the fabric isn't chintzy so there's no see-through going on. I would reccommend this shirt
B0007KQHIW:vote_for_pedro_shirts:sharon_m._donnelly,B0007KQHIW,Vote For Pedro - Top Quality Adult & Youth Cotton Ringer T-Shirt: Apparel,apparel,,4.0,Vote for Pedro shirts,"March 8, 2007",Sharon M. Donnelly,Indianapolis,"The product came stuffed into the smallest possible package, which I guess was to keep the shipping down, though the shipping costs were higher than I thought.  I do wonder if retailers are making money off over-inflated shipping.  The t-shirts themselves were much smaller than the advertised youth 16-18 size.  They worked and I got them for a reasonable price, so I'm happy"
B0007KQHIW:great_product_-_shipped_on_time:butch,B0007KQHIW,Vote For Pedro - Top Quality Adult & Youth Cotton Ringer T-Shirt: Apparel,apparel,,5.0,Great product - shipped on time,"August 10, 2006",butch,,"This was the first time that I had ordered anything from Amazon, and I am very impressed.  I'm happy with the quality of the product along with the process of receiving my order.  I was sent e-mails letting me know when I would receive my order along with a web site I could go to track the item"
B0007KQHIW:just_like_the_one_in_the_movie.:m._c._bales,B0007KQHIW,Vote For Pedro - Top Quality Adult & Youth Cotton Ringer T-Shirt: Apparel,apparel,,4.0,Just like the one in the movie.,"July 15, 2006",M. C. Bales,"Charlotte, NC United States","My whole family loves the movie Napolean Dynamite, and I bought this for my 10-yr old daughter as a sleep shirt.  It's well made, and it looks just like the shirt seen in the film.  She loves it"
B0006VOIF6:great_price_for_a_great_dress.:j._siddens,B0006VOIF6,50's Strapless Satin Formal Bridesmaid Prom Dress: Apparel,apparel,1 of 1,5.0,Great price for a great dress.,"April 10, 2007",J. Siddens,"Owosso, MI",I ordered the dress and it came very quickly.  It was here in less than a week.  It looked exactly like the picture and came with all the accessories it was suppose to.  I'm having mine altered because it's an inch too big up top.  The dress is easy to alter. It's also very easy to either attach the spagetti straps or use the scarf and make straps to attach to the dress.  That is if you're uncomfortable with a strapless dress.  There are so many different things you can do with this dress it's great.  It's a great dress for a great price
B0006VOIF6:beautiful_dress:c._koch,B0006VOIF6,50's Strapless Satin Formal Bridesmaid Prom Dress: Apparel,apparel,2 of 2,5.0,Beautiful Dress,"March 30, 2007",C. Koch,Iowa,My daughter ordered this dress for her school winter formal. The dress was here with in a couple of days and it was beautiful.  She loved the dress and looked beautiful wearing it.  I would buy from this company in a heartbeat.  The price was right and it was delivered fast. 
B0006VOIF6:awesome_service!:rebecca_schwoch,B0006VOIF6,50's Strapless Satin Formal Bridesmaid Prom Dress: Apparel,apparel,2 of 2,5.0,Awesome service!,"January 15, 2007",Rebecca Schwoch,"Baltimore, MD",I had a last minute call to be in a wedding.  The dress arrived and was very pretty and matched the description completely.  The service from the company was also great
B0006HTWQA:sexy:donald_r._minnerly,B0006HTWQA,2(x)ist Men's Contrast No Show Brief: Apparel,apparel,,5.0,sexy,"January 3, 2007",Donald R. Minnerly,"Portland, OR","These feel great and look great, if that's all you're wearing. If you wear you pants so high that you can't see them, then you really don't need them.  If you like really low pants, then you can still flash an inch or so of underwear before your pants really are too low.  The best part is that, when your pants have slipped too low, you can pull them back up without the underwear bunching up."
"B0006HTWQA:very_sexy..._but_let's_be_practical,_too:will",B0006HTWQA,2(x)ist Men's Contrast No Show Brief: Apparel,apparel,7 of 7,4.0,"Very sexy... but let's be practical, too","December 9, 2005",Will,"Chicago, IL","Like all 2(x)ist underwear I own, this brief is made of superior materials and appears to be built to last. It was certainly WELL worth the price I paid. 

If you like wearing extreme low-rise jeans or simply do not want to flash your waistband for any reason, then this brief is for you. Period. 

For those men who wear standard low-rise jeans or the like, then you do not NEED this, but you still very well may WANT it. 

Clearly this brief is meant to do two things (1) make it so that you can wear very low-rise pants and (2) make it so you look irresistable when you are NOT wearing your low-rise pants. 

I found that even though the underwear is cotton - as opposed to the synthetics of the X-Factor line, for example, this brief still conforms to my body's contours pretty well. Actually very well everywhere except it bunches a LITTLE where it meets the very inside of my thigh. Regardless, this is going to show off everything you got, and subsequently make it look (more-or-less) more impressive. 

Practical consideration: the pouch and the area above is reduced in size since it is accomodating the very low-rise. Translation: be cautious when you get aroused as there is not a great deal of ""expansion room"". Enough said on that, but that is why I gave this pair 4/5 stars. Everything else is great. I never had a problem with my rear being exposed in these briefs. 

If you forsee this as being a problem for you, then may I suggest the 2(x)ist Contrast Countour Pouch Brief 3103C? It is the same price (at review time) and the same materials but in a standard cut and features sexy contrast lines. I own it as well and you may read my review about it on its product page"
B0006HTWQA:the_best_undies:j._reese_nottingham,B0006HTWQA,2(x)ist Men's Contrast No Show Brief: Apparel,apparel,3 of 3,5.0,The best undies,"September 21, 2005",J. Reese Nottingham,"Apple Valley, Southern California",I ordered the 2(x)ist No-Sho briefs because I wear low-rise jeans.  They're really comfortable and the companies that I ordered them from shipped them immediately.  Great great service
"B000JFLGNQ:very_nice_boots:chris_""chris""",B000JFLGNQ,Frye Men's Engineer 8R Boot: Apparel,apparel,,5.0,Very nice boots,"March 19, 2007","Chris ""Chris""",Chicago,"These are very nice engineer boots!  They have that tough guy look to them not to be mistaken for cowboy boots etc while standing and pants hang over them a little.  Quality rubber and leather.  Love mine!


Chri"
"B000J09V9M:oh_la_la:ocean_girl_""maui_girl""",B000J09V9M,"Ooh La La Yoga Pant in Lt Blue, Lt Pink, Lavender, and Black Matches Jacket and Tank Available in S,M,L,XL (l, black/white): Apparel",apparel,,4.0,oh la la,"January 9, 2007","Ocean Girl ""Maui Girl""",South Maui,These pants are great!  Light weight fabric so you don't get too hot! 
"B000FEKPDS:very_cute_slippers....but:lizzie_""lizzie""",B000FEKPDS,Daniel Green Women's Opal Travel Washable Slipper: Apparel,apparel,,2.0,Very cute slippers....BUT,"April 3, 2007","Lizzie ""Lizzie""",Connecticut,"These slippers are cute but the sole is VERY thin ergo, it's like walking on concrete. There is no arch support.  I would not buy them if either one of these things are an issue"
"B0009K5UOC:olga_bras_are_the_best:lori_s._ford_""sunny""",B0009K5UOC,"Olga Women's Lace Necklace,Minimizer: Apparel",apparel,6 of 6,5.0,Olga bras are the best,"January 30, 2006","Lori S. Ford ""Sunny""",Florida,"This bra is so comfortable and gives my chest area a nice lift while minimizing, by pulling the side area towards the center.  Very similar in comfort to the simply perfect bra with more shaping.  Looks nice because of the lace"
B0002X4PQK:russell_comfort_:c._alesiano,B0002X4PQK,Russell Athletic Men's NuBlend Pocket Pant: Apparel,apparel,1 of 1,5.0,Russell comfort ,"February 10, 2007",C. Alesiano,"Dover, Ohio United States",Can't go wrong with Russell for sweat pants - soft and comfy and wash beautifully and keep getting better with age
"B000EXS0AK:great_shoes,_great_deal:b._bryner",B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,,5.0,"Great shoes, great deal","April 18, 2007",B. Bryner,TX,I bought these for my husband and they were a great price and he's loved the shoes!  Rockports are always great
"B000EXS0AK:rockport_men's_clarksdale_oxford,black,14_m:michael_kellison",B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,,5.0,"Rockport Men's Clarksdale Oxford,Black,14 M","March 8, 2007",Michael Kellison,"Marion, IA USA",A very good pair of shoes. Nice fit and an excellant price
B000EXS0AK:i_like_it.__can't_beat_the_price_for_rockports.:k._ginoza,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,,5.0,I like it.  Can't beat the price for Rockports.,"March 1, 2007",K. Ginoza,"Kahului, HI USA",I noticed the price has gone up since I purchased them for $35.  I thought it was a great deal and I am extremely satisfied.  No problems with the size.  I ordered a 9 and they fit like a 9
B000EXS0AK:no_exchange:steve_hamilton,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,1 of 1,1.0,No exchange,"February 16, 2007",Steve Hamilton,"clayton,ca",The shoes did not fit and i was unable to exchange for a larger size. Does it make sense to be in the clothing business and not be able to exchange for another size.I would never order another clothing item thru you folks as a resul
B000EXS0AK:great_looking_shoe:tennesseecook,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,0 of 1,5.0,Great Looking Shoe,"February 15, 2007",TennesseeCook,"Chattanooga, TN",My daughter bought these shoes for her boyfriend and they arrived looking great. He has seemed very pleased with them
B000EXS0AK:great_comfortable_shoes:michael_strauss,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,1 of 1,5.0,Great Comfortable shoes,"February 13, 2007",Michael Strauss,,I was impressed with the shoes when they arrived and became even more impressed once I wore them for a day.  One of the most comfortable pair of shoes I have ever had
"B000EXS0AK:excellent_shoe:ravikkumar_nalliyappa_""ravi""",B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,,5.0,excellent shoe,"February 11, 2007","Ravikkumar Nalliyappa ""Ravi""","New Britan, CT, 06053",The size is perfect and of great quality compared to the ones I got in JC Penny for $60 to $70. This is $30 but of much better quality.
B000EXS0AK:poor_quality:m._straub,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,1 of 1,2.0,Poor Quality,"February 11, 2007",M. Straub,,"I thought I was getting a bargain - Rockports at a discount!  When they arrived, the craftsmanship and finish impressed me.  Stitching looked even and the shine was appropriate for dress wear. They are comfortable enough (maybe a little snug), but I though it was odd that they creased across (rather than to the rear of) the cap.  Within a few days, however, the skin-like coating (perhaps the waterproof layer?) of the uppers separated from the underlying leather, creating blisters in the creases.  Within a few weeks, those blisters tore, exposing the leather underneath.  I'm not sure where this will end, but at less than 2 months old, they will soon look too bad for dress wear.  And, I suspect that the waterproofing has now been compromised.  I'm glad I didn't pay full price!"
B000EXS0AK:solid_shoes:r._baum,B000EXS0AK,Rockport Men's Clarksdale Oxford: Apparel,apparel,,4.0,Solid Shoes,"February 6, 2007",R. Baum,"Falls Church, VA USA","These are nice shiny shoes, that break in fairly well and look adequately dressy"
"B000BPUPP4:super_sock?:joe_average_""joe""",B000BPUPP4,Male Power Super Sock 306-052: Apparel,apparel,1 of 3,2.0,Super SOCK?,"April 13, 2007","Joe Average ""Joe""",Florida,"Unfortunately, my experience with this product is less than stellar.  For one, I am a very hairy man.  A VERY HAIRY MAN.  The look was completely different from the picture.  Secondly, upon closer inspection of the product pictured, it appears that the model has a SOCK stuffed in the front!  That must be what they mean by super sock.  Anyway, when I crammed my package in there, it looked a prairie dog popping up out of its hole.  Lastly, watch out for the string...it gets stinky"
"B000HLS2A2:good_bag:l._griffin_""femailkarrier""",B000HLS2A2,Multi-color Drawstring Backpack: Apparel,apparel,2 of 2,5.0,GOOD bag,"January 15, 2007","L. Griffin ""FeMailkarrier""","DeQueen , AR",I bought this for my son to carry his football clothes in to and from the field it is not to big but just right !! and the price is great too !!!
B000HLS2A2:great_product:e._minetta,B000HLS2A2,Multi-color Drawstring Backpack: Apparel,apparel,1 of 1,5.0,Great Product,"January 4, 2007",E. Minetta,,This is a great product.  It is well made and just the right size for books and other items.  The fabric is thicker than a the regular nylon and you can tell it is a high quality product. I really like the extra convenience of the outer pocket. It allows you to carry smaller stuff that would otherwise get lost at the bottom of the bag.
B000EY11ZU:the_best_shoe_i_ever_wore.:debra_suarez,B000EY11ZU,Salomon Women's Karma: Apparel,apparel,1 of 1,5.0,the best shoe i ever wore.,"April 8, 2007",Debra Suarez,tobyhanna pa.,"salomon karma are water shoes are very comfortable. and are true to fit,
the only problem is i ordered them too big. i figured that they would be too tight. but what i do is to make them tighter i pull the little belt
in the back and then it fits just right"
B0007YXIMG:spanx_camisole:m._krabacher,B0007YXIMG,Spanx Hide and Sleek Body Smoothing Camisole Shapewear: Apparel,apparel,4 of 4,5.0,Spanx Camisole,"November 3, 2006",M. Krabacher,,"I love this camisole. Very smooth, comfortable and definitely conceals the areas you wish. I do not wear a bar with this item and feel comfortable with the support I receive. Highly recommend."
B0000A18SH:bad_sizing:richard_m._vattimo,B0000A18SH,New York Yankees Navy Game Authentic On-Field Fitted Hat: Apparel,apparel,1 of 1,1.0,bad sizing,"January 11, 2007",Richard M. Vattimo,"Summerfield, FL",the hat is fine but size is not correct. the hat is too small and not the same size as advertised or labeled. will not buy from this supplier again and recommend against the
B00093E4DM:very_good_quality_for_the_price:jose,B00093E4DM,Tommy Hilfiger Solid Blue Straight Collar Men's Dress Shirt: Apparel,apparel,,5.0,very good quality for the price,"January 10, 2007",Jose,"Montevideo, Uruguay","Excellent ""touch"" fabric.  Very good cut for big men"
B000G8PMN6:derek_jeter_jersey:stephan_logan,B000G8PMN6,Derek Jeter New York Yankees Youth Home Jersey: Apparel,apparel,,5.0,Derek Jeter Jersey,"January 8, 2007",Stephan Logan,NM,"Customer service was fantastic, product exceeded expectations, would definately shop here again."
B000I51CVS:great_price!!:h._johnson,B000I51CVS,BCBGirls Women's Mannon Dress Ankle Boot: Apparel,apparel,,5.0,Great price!!,"February 6, 2007",H. Johnson,"Sioux Falls, South Dakota","The size is true, the look is excellent and the price was great!  Amazon is the place to find top brand shoes at amazing prices"
B0007OGU7G:excellent:donald_eatmead,B0007OGU7G,William Shakespeare Umbrella: Apparel,apparel,,5.0,Excellent,"March 8, 2007",Donald Eatmead,"Memphis, TN USA","Arrived promptly, excellent shape and beautifully designed. An excellent product with a good pric"
"B0006TOZVA:comfortable_underwear_with_funky_design:bajo_""bajo""",B0006TOZVA,Munsingwear Full Rise Comfort Pouch Brief MW21: Apparel,apparel,1 of 1,5.0,Comfortable underwear with funky design,"January 21, 2007","Bajo ""Bajo""","London, UK",Nice and comfortable underwear. very masculine et flattering. The pouch offers comfort and easy access. The seat of the brief is full and fits nicely. The garment does shrink a little after first wash but the  quality is top 
"B000I0MGEK:how_can_you_go_wrong_with_fish_net?:fishin'_in_ak_""king_of_kings_and_silvers""",B000I0MGEK,2 piece set includes cami-garter and matching thong: Apparel,apparel,1 of 1,5.0,How can you go wrong with fish net?,"February 18, 2007","Fishin' in AK ""King of kings and silvers""","Anchorage, Ak United States",I know that I wasnt thinking of Arbys fish sandwiches when my wife put this on..
"B000I0MGEK:full_nips_=_teh_own:r._adams_""maverick""",B000I0MGEK,2 piece set includes cami-garter and matching thong: Apparel,apparel,14 of 30,5.0,Full nips = teh own,"November 28, 2006","R. Adams ""Maverick""","Portland, OR USA",Sexy! Thank you for listing your pron on amazon. I might buy this for my next girlfriend if she's good
B0007LE3EG:great_product!!!!:jennifer_antunes,B0007LE3EG,The Total Hair Makeover Kit - 90001: Apparel,apparel,,5.0,Great Product!!!!,"February 21, 2007",Jennifer Antunes,,It takes a little practice with some of the tools in this kit but with most of them i got right away.For the price is amazing compared to what styles you can create!!
"B0007LE3EG:i_was_skeptical_at_first:thatposhgirl_""thatposhgirl.com""",B0007LE3EG,The Total Hair Makeover Kit - 90001: Apparel,apparel,,5.0,I was skeptical at first,"December 25, 2006","ThatPoshGirl ""ThatPoshGirl.com""","Reno, NV","I've seen the informercials for the hairigami products but didn't think they could possibly work as well as shown.  I was pleasantly surprised.  My hair is past my waste and fine but dense.  I had no problem using most of the product in this kit the first time.

I especially liked the original Hairigami and the spring rings.  The other products are good, too.  Some of them do take a bit of practice to get the hang of, but none of them are particularly complicated.

All of the products in the kits are durable and a good value for the money.  I recommend this product for anyone with long hair who wants to be able to do something with it quickly and still have it look stylish"
B0006UD6ZA:it_lifts_and_seperates!:n._king,B0006UD6ZA,Shadowline Stretch Lace Bodice Gown: Apparel,apparel,,5.0,It lifts and seperates!,"January 23, 2007",N. King,"KC, KS",I bought this for my wife at Christmas.  At first I thought it would not be a good fit or too much lace.  It is just fine for around the house and hides just enough that you don't have to close the curtains or always wear a bathrobe over it.  Nor is it so naughty that the parents will wonder what the heck is going on in the bedroom should they see it in the laundry or in the clothest
B0006UD6ZA:beautiful:baudrey,B0006UD6ZA,Shadowline Stretch Lace Bodice Gown: Apparel,apparel,3 of 4,5.0,Beautiful,"February 14, 2006",baudrey,Pennsylvania,"This is one of the most sensuous and beautiful gowns I have ever worn.  The soft silkiness of the fabric next to my skin is wonderful.  The lace top reveals just enough to peak your partner's interest.  Worn with a lacey garter belt, nylons and maribou trimmed heels, they won't be able to keep their eyes or hands off of you!  Very well made and extremely comfortable. "
"B0006UD6ZA:wonderful_product:mz_susan_""bibliophile""",B0006UD6ZA,Shadowline Stretch Lace Bodice Gown: Apparel,apparel,3 of 3,5.0,wonderful product,"February 8, 2006","Mz Susan ""bibliophile""",Tampa Florida,"I ordered this in black and am extremely pleased with it. It is very well made and the material is silky. It is true the bodice was a little stiff when I first got it, but this was just sizing and washed right out. The generous silky skirt swirls gently around my legs when I walk making me feel very sexy. Will order another in another color!"
"B000662EQG:a_real_turn_on,_that's_what_these_panties_are:danielle_lane",B000662EQG,Butterfly Lace Up Panty: Apparel,apparel,11 of 12,5.0,"A Real Turn On, That's What These Panties Are","January 15, 2007",Danielle Lane,"Horseshoe, North Carolina","I brought a couple pair of these to our little lingerie party, because I knew the girls would like them. I've been wearing them for over a year and I like them a lot. My husband does too. They look good, turn him on, turn me on too. You can't ask for more than that in a panty, now can you"
B000662EQG:cute_and_pretty_darned_enticing:ophella_paige,B000662EQG,Butterfly Lace Up Panty: Apparel,apparel,11 of 12,5.0,Cute and Pretty Darned Enticing,"January 15, 2007",Ophella Paige,"Reno, Nevada","I really like the look of these panties all lacy and feminine. They feel good on, look great and best of all, they're low cut so you can were them with your jeans riding low on your hips. And if a bit of panty does peek out all the better, cuz these are so cute. Pretty darned enticing too, if you know what I mean"
"B000662EQG:stylish_and_nice,_hot_looking_too:sara_""babe""_hackett",B000662EQG,Butterfly Lace Up Panty: Apparel,apparel,11 of 12,5.0,"Stylish and Nice, Hot Looking too","January 15, 2007","Sara ""Babe"" Hackett",from the Darkside,"These are stylish and nice and perfect to wear under a pair of cutoff Levi's. My cutoffs are so faded, so frayed, so, well you know. So when I peal them off to reveal this Butterfly Lace up Panty (in Black with the pick laces on the back) it's like an instant transformation from outdoor girl to bedroom girl. We only had two colors at our lingerie party, white and the black and pink models, but I can imagine all the colors would be nice too."
