unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B000ITNCXU:i_love_this_adorable_polo!:diane_t,B000ITNCXU,Poof Women's Pique Long Polo Shirt: Apparel,apparel,2 of 2,5.0,I love this adorable polo!,"February 6, 2007",Diane T,,"This polo is absolutely fabulous! I love the length, it comes down to my hips. I bought it in the size I usually wear and it fits great! I wore it under a little khaki jacket with jeans and it looked fantastic. I can't wait to buy it in every color"
B000CRCUOA:love_mango_tango_again:sandra_l._fortune,B000CRCUOA,Mango Tango Canvas Stripe Laptop Bag: Apparel,apparel,0 of 1,5.0,love Mango Tango again,"January 12, 2007",Sandra L. Fortune,TN,I love this Laptop Tote. It's big enough & ready to take to the pool
"B0006TPPLO:slippers:c._sue_hess_""just_love_to_read""",B0006TPPLO,Isotoner Terry Ballerina Slippers: Apparel,apparel,3 of 3,5.0,Slippers,"November 9, 2006","C. Sue Hess ""just love to read""",Pawleys Island,"I could not find these slippers in our local stores.  I had two pair that were worn out and wanted exactly the same item.  I ordered them, they arrived and I love them.  It was a very easy, customer friendly process"
B000FQ1EPY:hard_to_find_in_stores:kermit_robinson,B000FQ1EPY,Men's Baby 1x1 Rib Tank Top Tee: Apparel,apparel,,4.0,Hard to find in stores,"February 9, 2007",Kermit Robinson,,nice shirt.  very hard to find in stores so it's worth the wait and the cash
B000J54SI6:great_quality_-_great_price!:comfie_feet,B000J54SI6,"Bearpaw Womens Suede & Shearling 10"" Boots - Style 410 Eva: Apparel",apparel,,5.0,Great Quality - Great Price!,"March 29, 2007",Comfie Feet,"Albany, NY","They are a great quality, comfortable boot. And the price was far less than local stores. The shipping at regular rate took over a week, though"
B000J54SI6:great_boots!:anonymous,B000J54SI6,"Bearpaw Womens Suede & Shearling 10"" Boots - Style 410 Eva: Apparel",apparel,,5.0,Great Boots!,"March 28, 2007",Anonymous,"Chelmsford, MA USA","I purchased two pairs of these boots for my teenage daughter who lives in this type of Ugg-like boots. We looked in stores and other online shoe sites for Uggs and other alternatives but being the end of the season, couldn't find her size.  We saw these on Amazon in her size and thought we'd try them out.  They were definitely worth it!  They are just as warm and comfortable as Uggs and since the price was so good, we were able to buy two pairs.  They are nicely made, comfortable, and attractive. She's wears them almost everyday so they are proving to be pretty durable. She is really choosy about her footwear and she absolutely loves these boots"
"B000FTSPIA:great_summer_wear:j._smith_""active_jacque""",B000FTSPIA,Skechers Women's Bikers-Spokes Sneaker: Apparel,apparel,1 of 1,5.0,Great Summer Wear,"July 26, 2006","J. Smith ""Active Jacque""","Washington, NJ USA","I am enjoying the sneakers this Summer.  Comfy & perfect for elliptical trainer, stationery bike and weight room.  Very stylish, I love Skechers footwear"
B00063E7D2:finally_!:jon_d._andreas,B00063E7D2,Calvin Klein Men's Prostretch Hip Brief: Apparel,apparel,,5.0,FINALLY !,"January 1, 2007",Jon D. Andreas,"SOUTH CAROLINA, U.S.A.","IF OTHER UNDERWARE BINDS YOU, YOU HAVE FINALLY FOUND ONE THAT DOESN'T. THE POUCH IS VERY LARGE, LOTS OF ROOM! I BOUGHT AN ADDITIONAL DOZEN AND THREW ALL MY OTHER BRANDS AWAY"
"B000HU6GW4:love,_love,_love_this_jacket:bunny_b_""ibbunnyb""",B000HU6GW4,AMI Women's Plus Size Snap Front Jacket: Apparel,apparel,,5.0,"Love, love, love this jacket","January 22, 2007","Bunny B ""IBBUNNYB""","Bangor, ME USA","Bought one, loved it, bought another one for my d-i-l, she loved it, bought one for my daughter, she loved it .....you're probably getting the picture now.  I bought the next size up for each of us, and it's wonderful with a shirt or light sweater underneath.  Oh, and did I mention the incredible price?? "
B000LSGSPW:time_&_money_well_spent!:jennmail,B000LSGSPW,The Firm Sculpting Ball: Apparel,apparel,1 of 1,5.0,Time & Money Well Spent!,"December 13, 2006",Jennmail,Mid Michigan,"This workout is short but you will feel ""worked out"" when done.  Tina cues well and the workout flows very smoothly.  No awkward transitions.  The ball is used for both total body toning and 4 limb cardio.  Your core and abs get a great workout too with both traditional and functional moves.  I enjoyed the change of using the ball instead of dumbells.  Definitely ""shocked"" the muscles"
"B000LSGSPW:a_keeper!:s._giles_""fitness_junkie""",B000LSGSPW,The Firm Sculpting Ball: Apparel,apparel,10 of 10,5.0,A Keeper!,"September 29, 2006","S. Giles ""Fitness Junkie""",Rural Georgia,"As an advanced exerciser, I am always looking for a new, innovative challenge. The Firm Body Sculpting Ball workout provides just that. This workout comes with a sculpting ball, which is available in three weights (four, six or eight pounds). I used the eight pound variety, and by the time we got to the ab work, I was ready to put the ball away! My arms really got a workout, as did my core. There are several moves that require you to hold the ball out in front of you, over your head, and move it diagonally across your body. I could really feel it in my core after the workout.
 
Once we completed several segments of standing work, including grapevine, squats, and lunges, we go to the floor for bridge work and abs. You have to hold the ball between your thighs during the bridge work, which I found challenging since by that time I was sweating and the ball kept slipping away from me. You also hold the ball between your thighs to do ab crunches, which is difficult with such a heavy ball. Afterwards is a short cool down, which I thought could have been longer.
 
Tina leads, and she is very fit and quite personable. She cues well and gives a few form pointers along the way. As with all the new Firm releases, the background is sterile and boring. There are four background exercisers, with Allison showing beginner moves. Allie is holding the eight pound ball showing more advanced moves. The music is nice and non-intrusive.
 
Beginners will enjoy this workout. It isn't complicated and with a four pound ball you could get a really intense workout. Unless you're advanced and have some good upper body strength, I would not recommend the eight pound ball. You could injure yourself if you go to heavy. In fact, I was wishing I had another, lighter ball for the floor work.
 
I have all eight new workouts, and I've done three so far. Of those, I liked this one the best. I felt I got a good workout, but I wish it were longer. The entire workout from start to finish is about 32 minutes long. Another 15 minutes would have been great, although I suspect my arms would have been totally fried if we'd kept going much longer. 
 
Overall, I give this workout high marks. It's definitely a keeper"
"B000H6B542:comfortable,_stretchy,_well-made.:max",B000H6B542,Gregg Homme Tracker Low Rise Pouch 45014: Apparel,apparel,4 of 5,4.0,"Comfortable, stretchy, well-made.","January 20, 2007",Max,,"This is a VERY sexy pair of underwear. Guys: if you're new to the thong/g-string scene, this is a good place to start. I recommend g-strings because there's less coverage on the back which makes them more comfortable than thongs.

The reason I didn't give it 5 stars is because it's pretty expensive but go ahead and splurge on one fancy pair of underwear. Your girlfriend will love it. Mine did"
B000CCIPWQ:tiedown:town_clerk,B000CCIPWQ,"Tiedown, the Alternative to Tie Tacks and Tie Bars: Apparel",apparel,,5.0,Tiedown,"January 11, 2007",Town Clerk,"Ponce de Leon, FL United States",This item was just what I was looking for.  I did not want a tie tack to ruin my husband's ties or a tie bar.  It is simple to use and does the job of keeping his tie from moving. 
B000LB0OYA:gorgeous:louise_maynard,B000LB0OYA,Unlisted Kenneth Cole Black and Purple Fashion Dress Shirts: Apparel,apparel,1 of 1,5.0,Gorgeous,"January 19, 2007",Louise Maynard,,"Way beyond my expectations.  Exceptionally fine cotton, changes colors in the light, great fit, absolutely beautiful--great delivery.  Thanks so much"
B0006D42IM:good_company:lynda_s._bablin,B0006D42IM,Seirus Neofleece Combo Face Mask / Scarf: Apparel,apparel,,5.0,good company,"March 8, 2007",Lynda S. Bablin,,The product was delivered in a timely manner and is a good quality product
B000G1IL3Q:good_product:j._rollins,B000G1IL3Q,3 in 1 Car Kit for Ipod : Car Charger / Fm Transmitter / Holder Full Range Frequency: Apparel,apparel,1 of 2,5.0,Good product,"March 20, 2007",J. Rollins,,"Great product, works well and was shipped promptly also there was an accurate product description....Thank"
"B0002VG57O:fair_price_birkenstocks:j._haupt_""rigid_reader""",B0002VG57O,Betula Licensed by Birkenstock Mocha Brown Suede Clog: Apparel,apparel,,5.0,Fair Price Birkenstocks,"January 6, 2007","J. Haupt ""Rigid reader""","Mt. Prospect, IL","I am thrilled to finally purchase Birkenstock at a price that is fair. Our local retail stores,mark them up, so ridiculously. Thank you, Amazon"
B0002VG57O:awesome:tara_hall,B0002VG57O,Betula Licensed by Birkenstock Mocha Brown Suede Clog: Apparel,apparel,3 of 3,5.0,awesome,"February 24, 2006",Tara Hall,,"They are awesome, only tricky part is making sure you get the right size, my husband and I love them"
B0009K5WFE:awesome!:zelda_k.,B0009K5WFE,eBags Pack-it-Flat Toiletry Kit: Apparel,apparel,,5.0,Awesome!,"November 19, 2006",Zelda K.,,"I am a product junkie and I never would have believed I could fit all my stuff in this bag, but I did!  This bag is amazing and takes up so much less space than the assorted bags I had been using!  I am getting one of these for each of my sisters.."
B000E5RK0Y:best_baby_socks_on_the_market!:angela_wright,B000E5RK0Y,triple-roll socks: Apparel,apparel,4 of 4,5.0,Best baby socks on the market!,"January 5, 2007",Angela Wright,"San Diego, CA United States","As the weather has cooled for fall and winter, I needed socks for my baby. I initially bought little cotton socks found in baby stores and department stores and they just didn't hold up as well. I have also tried socks with grips on the bottom, but they were so thick my son just sweated in them. The Children's Place socks are not too thick and very durable. Also, the non-slip  feature on the bottom of the socks have been tried out on hardwood floors and were the only thing that kept my baby from slipping all over the floor when he walked. The other socks did not! I strongly recommend these socks for your child"
"B000IO4MV6:well_worth_it.:tony_wong_""usopsama""",B000IO4MV6,Brandon Thomas Men's Twill Barnie Jacket: Apparel,apparel,6 of 6,5.0,Well worth it.,"February 2, 2007","Tony Wong ""usopsama""","Cali, US","Before seeing it with my own eyes, I was a little skeptical of the huge buttons. After wearing it, I felt they were hardly noticable. I bought the brown version for $17.99 and I thought it was well worth it. This jacket is surprisingly wind resistant, ideal for cold weathers. The pockets on either side are so huge that you can practically store a couple of cell phones in there"
B000FH97WU:a_really_pretty_boot:d._newton,B000FH97WU,Charles by Charles David Women's Chit Chat Boot: Apparel,apparel,,4.0,A really pretty boot,"January 28, 2007",D. Newton,"NY, NY","I love this boot.  It's high, and the platform will make those unaccustomed a little teeter-y, but it's a great look.  The leather and detail on my pair is exceptional.  Green leather inside.  I really like these.  And I own 55 pairs of shoes/boots - know from whence I speak"
B00026ORRY:flipflops:bill_s._fee,B00026ORRY,Reef Ginger Sandal - Women's: Apparel,apparel,,5.0,flipflops,"November 5, 2006",Bill S. Fee,,it was easy to order and very affordable and they were here quickly...I want to get more...thank
"B000C37WGA:wonderbra:shadow_""the_bookwyrm""",B000C37WGA,Glamorise Complete Comfort Stay-In-Place Strapless Bra: Apparel,apparel,1 of 1,5.0,wonderbra,"March 18, 2007","Shadow ""the bookwyrm""","Goldsboro, NC","it's comfortable and stays in place all day. it's wonderful not to keep adjusting straps all day. I am so glad I bought it, and it I got it delivered fast!"
"B000JM90M8:best_case_for_ippd:c._astarjani_""ipod_fanatic""",B000JM90M8,"CERULEAN iCandy iPod Video 30, 60/80GB Official Apple Skins. Belt-Clip+Stand 4 Vibrent Colors: Apparel",apparel,2 of 4,5.0,Best Case for iPpd,"January 29, 2007","C. Astarjani ""ipod_fanatic""",,"I love this case. I purchased many cases before, but this offers the best protection at a very low price.
Thanks. CoverCas"
"B000FZXAAW:good_price,_light_weight_jacket:sl_""sl""",B000FZXAAW,Columbia Sportswear Women's Blizzard Dreamer Parka: Apparel,apparel,,4.0,"good price, light weight jacket","January 15, 2007","SL ""SL""",ny,I got this jacket when it was $50.  I was very impressed at the quality and i like how it's waterproof so i can just walk in the rain with it.  Great jacket and i think i will be wearing it for a long time
B000070HXH:lands_end_oxford_is_the_best!:david_shriver,B000070HXH,Men's Regular Short Sleeve Solid 60/40 Cotton/Polyester Oxford Shirt: Apparel,apparel,5 of 6,5.0,Lands End Oxford is the best!,"November 2, 2002",David Shriver,"Virginia,  USA","The Lands End 60/40 Oxford is THE dress shirt to own!  It is the end of the line in your search for an excellent product!  I buy nothing but this shirt, and have multiple shirts in each color made.  I've worn a shirt and tie nearly every day since I was 16 years old in prep school (35 years now), and the Lands End is the best.  I highly recommend this shirt"
B0007XS0NY:works_as_advertised:m._schnitzer,B0007XS0NY,Rolfs Squeeze Coin Pouch: Apparel,apparel,1 of 1,5.0,Works As Advertised,"January 3, 2007",M. Schnitzer,"New York, NY USA","I've owned this coin pouch for several months now and it has held up exceptionally well to repeated use, proving to be an excellent and extremely durable holder for loose coins and eliminating the need to dig in one's pocket for spare change"
"B0007XS0NY:pleased_in_the_pocket:capstoned_""capstoned""",B0007XS0NY,Rolfs Squeeze Coin Pouch: Apparel,apparel,4 of 4,5.0,pleased in the pocket,"March 7, 2006","capstoned ""capstoned""",northern calif,this is a nifty small appropiate change purse for men or anyone actuall
B000EQ0DOI:low_profile_marine_corps_label_baseball_cap_review_:a._c._yonkers,B000EQ0DOI,Low Profile Marine Corps Label Baseball Cap: Apparel,apparel,,5.0,Low Profile Marine Corps Label Baseball Cap Review ,"January 4, 2007",A. C. Yonkers,,Great cap.. quality is top notch.. Price is also great.
B000BJDP0C:wee!:danna_snedden,B000BJDP0C,NFL Adult Steel Frame Chair: Apparel,apparel,,5.0,wee!,"January 10, 2007",Danna Snedden,,"i got and love it. however, someone else's product was shipped inside the box. it looked like the box came open and someone just grabbed whatever they thought came in the box. the product was not mine and the owners name and phone and address on it. I contacted them and sent it to them myself. it was suppliments for a very serioulsy ill small boy. I hope all that get things for others send it to them too! you never know whose life depends on it"
B000BJDP0C:great_product!:kari_a._gabl,B000BJDP0C,NFL Adult Steel Frame Chair: Apparel,apparel,3 of 4,5.0,Great product!,"August 15, 2006",Kari A. Gabl,,I bought this item for my boyfriend for his tailgaiting experience this year since he has season tickets.  He LOVES everything about it - especially the fact that it is the Bears!  =
"B000IVQDYI:fancy_beach_tote:shoe_crazy_""gorda""",B000IVQDYI,Prada Women's Printed Plastic Tote with Leather Trim: Apparel,apparel,,5.0,fancy beach tote,"March 24, 2007","Shoe crazy ""Gorda""","Canonsburg, PA","Better than just a beach tote, sturdy bag for any occasion, good price"
B000IVQDYI:a_happy_customer!:r._sin,B000IVQDYI,Prada Women's Printed Plastic Tote with Leather Trim: Apparel,apparel,,5.0,A happy customer!,"March 8, 2007",R. Sin,Singapore,"I'm very happy with this tote bag. It's huge and sturdy. 

I've been using it to bring books and files to and from school for marking. Quite a number of my colleagues like it, too"
B000J3KW7O:cute_cute_&_cute:crazy_for_shoes,B000J3KW7O,Jessica Simpson Women's Henri Round Toe Pump: Apparel,apparel,3 of 3,4.0,Cute Cute & Cute,"January 15, 2007",Crazy for Shoes,"Houston, TX","I really love the way these shoes look.  I am really picky about shoes I buy.  I dont like to have my toe cracks showing when I wear shoes and I was afraid that these might do that.  They actually do show a little toe crack but only at the end where my little toe is.  I wore these shoes all night on new year's eve and had no problem.  I also wore them all day at work and then to the mall afterwards and did have a little discomfort but not as bad as you would expect with shoes this high.  I love these shoes so much a have 2 pair, black and red."
"B000KEZEGG:an_elegantly_sexy_shoe:l._savage_""avid_shopper""",B000KEZEGG,Nine West Women's Jonni Sandal: Apparel,apparel,,4.0,An elegantly sexy shoe,"March 22, 2007","L. Savage ""Avid Shopper""","N. Brentwood, MD","I love the shoes, they're quite comfortable even though the heel is a little higher than what I like. They're a beautiful color, something you don't always see, and quite eye-catching.  And they just so happened to go very well with a suit I purchased months ago.  

As a ""Nine West"" Fantatic, thank you Amazon for having them available!"
B000G1JU9K:carlos_prospect_sling:t._a._walls,B000G1JU9K,Carlos by Carlos Santana Women's Prospect Slingback: Apparel,apparel,,4.0,Carlos Prospect Sling,"January 16, 2007",T. A. Walls,"Chicago, IL","I was shocked to see how high the heel was, and being in my 40s I wasn't sure if I wanted to find out how they felt.  But I had a company dinner party and wore them and was surprised at how ""walkable"" and comfortable they were.  I have worn them several times since then"
"B0006TP046:the_best_so_far!:barbara_forbish_""the_queen_of_everything""",B0006TP046,Wacoal Elegance Hidden Wire Minimizer Bra 85122: Apparel,apparel,,4.0,the BEST so far!,"January 5, 2007","Barbara Forbish ""The Queen of Everything""",Illinois United States,"have spent years looking for a bra that feels good, does what it's supposed to and didn't make you wish you could get home & slip out of something so uncomfortable... at last i think i'm at the end of my search.  very comfortable, great support and can go hours before i start thinking about jammies.  only thing that would make this bra better would be padded straps"
"B000662EQ6:a_real_turn_on,_that's_what_these_panties_are:danielle_lane",B000662EQ6,Butterfly Lace Up Panty: Apparel,apparel,11 of 12,5.0,"A Real Turn On, That's What These Panties Are","January 15, 2007",Danielle Lane,"Horseshoe, North Carolina","I brought a couple pair of these to our little lingerie party, because I knew the girls would like them. I've been wearing them for over a year and I like them a lot. My husband does too. They look good, turn him on, turn me on too. You can't ask for more than that in a panty, now can you"
"B000AS5GU6:soft_slippers:lisa_ann_welker_""sped_math_teacher""",B000AS5GU6,Slippers International Men's Wool-Blend Twin-Gore Slipper: Apparel,apparel,1 of 3,5.0,soft slippers,"January 3, 2007","Lisa Ann Welker ""Sped math teacher""","Jackson, MO United States",My husband liked his slippers I got him for Christmas.  He said that they were warm and soft
"B00097I9NE:fashionable_laptop_bag:joanna_kicklighter_""jokick""",B00097I9NE,Merona&#174; Green and Black Stripe Laptop Carrying Case: Apparel,apparel,,5.0,Fashionable Laptop Bag,"March 18, 2007","Joanna Kicklighter ""jokick""","Ringgold, GA",This bag is great!  Very fashionable and protective of my laptop.  Great side pockets and convenient pocket for cell phones
B00097I9NE::]:whitney_black,B00097I9NE,Merona&#174; Green and Black Stripe Laptop Carrying Case: Apparel,apparel,3 of 4,5.0,:],"December 28, 2006",Whitney Black,"Newnan, GA United States","I absolutely love this case! The cool thing about it is that it doesn't look like a regular laptop case (i.e. the bulky, usually black, boring, case). My best friend didn't even know it was a laptop case and fell in love with the bag itself! It makes a great gift for any soon-to-be college student"
B000EQ6BC6:most_comfortable_shoes:nancy_boy,B000EQ6BC6,Keds Women's Champion Sneaker: Apparel,apparel,1 of 1,5.0,most comfortable shoes,"April 10, 2007",nancy boy,,"Been purchased many pairs Keds shoes, 
very stylest and comfortable.
Me and my mom love them"
"B0002IERBS:military_belts:j._paschall_""judydtm""",B0002IERBS,"Military Color Web Belts - 44"" or 54"" or 64"" / Military Belt / Uniform Belt: Apparel",apparel,5 of 5,5.0,Military Belts,"September 22, 2005","J. Paschall ""judydtm""","Va Beach, VA",The webbing was abundant and easy to cut to my needed length. These belts can be made to fit anyone
"B000JILV7E:very_pleased:gerald_d._jackson_""jerry_j.""",B000JILV7E,"Genuine Leather Attache Case - 15"" Leather Briefcase: Apparel",apparel,1 of 1,4.0,very pleased,"April 4, 2007","Gerald D. Jackson ""Jerry J.""",,This is a very nice leather bag.  It has two pockets in the front that the flap goes over.  The pockets do not close and I have found that you can lose things out of those pockets even with the flap closed.  That is the only problem I can see with this bag
"B000GHAO9E:ole_timer_jersey:kathy_o._moates_""kathymarie7""",B000GHAO9E,New York Yankees Old Timer Jersey by Majestic: Apparel,apparel,,5.0,Ole Timer Jersey,"April 13, 2007","Kathy O. Moates ""kathymarie7""","Hixson, TN United States",Love the shirt!  This was a birthday present for my son.  We are so impressed with the quality that we will definitely use this Amazon site again
B000F92CIY:good_socks:donald_r._minnerly,B000F92CIY,6 pairs ElderÂ® Hosiery Work Socks White: Apparel,apparel,1 of 1,5.0,good socks,"January 3, 2007",Donald R. Minnerly,"Portland, OR","These are great socks.  In the description it mentions that they fit sock sizes 10-13.  I assume that is the same as shoe size, but it is not explained.  This, however, is an important point, since I wear a size 10 shoe.  I can wear the socks and I really like them but I wish they were a little smaller.  One size does not fit all."
B000BZ1N5A:bought_these_sandals_three_years_in_a_row_:g._mcmillen,B000BZ1N5A,Columbia Sportswear Little Kids Castle Point Sandal: Apparel,apparel,1 of 1,5.0,Bought these sandals three years in a row ,"November 2, 2006",G. McMillen,"Exton, PA USA","Columbia sport sandals for kids are great! We've bought them three years in a row now for our kids.

They hold up well, are comfy, and the colors are great.  Easy for the little ones to get on and off make getting in and out a breeze.  

They're well constructed, but the dirt starts to show on the nylon parts after a while. They won't really wear out before your kids feet grow to the next size"
"B000J3HZ56:these_are_my_favorite_shoes!:danielle_triplett_""http://daniellet.womensdreamteam.com""",B000J3HZ56,Keds Women's Champion Razor Slip On: Apparel,apparel,,5.0,These are my favorite shoes!,"April 10, 2007","Danielle Triplett ""http://daniellet.womensdreamteam.com""","Bend, OR USA",I love these shoes! They are so comfy and cute and Keds is my favorite brand of shoes
B000MQ9E0E:boca_classics_swim_trunk:m._j._walker,B000MQ9E0E,Boca Classics Solid Swim Trunks: Apparel,apparel,1 of 1,4.0,Boca Classics Swim Trunk,"April 3, 2007",M. J. Walker,"Provo, UT","This product is fine, however it was much too baggy.  I'm not that skinny and I felt like the excess leg space made me look ridiculous.  There is nothing wrong with the short, but I just wish I had bought a smaller size.  Definitely go with the smaller size if you buy this product. "
B000EGYPW4:great_sandals!:quelletopia,B000EGYPW4,Nine West Women's Adalia Flat Sandal: Apparel,apparel,1 of 2,5.0,Great sandals!,"July 18, 2006",quelletopia,CA,"I have been trying to find low heeled sandals with a back strap and no thing between the toes so I was very excited to find these. I bought 4 pairs (silver, bronze, black, and turquoise). They are beautiful and comfortable (I walked around at Disneyland in the turquoise ones from 9am to midnight!) The sizing was very true and the standard shipping was very fast. I highly recommend both these sandals and Amazon.com"
"B000072YPQ:this_is_the_best_little_bag_e_v_e_r_!_!_!_!:becky_""looks_like_i_picked_the_wrong_week_to_quit_sniffing_glue""",B000072YPQ,JanSport Half Pint: Apparel,apparel,10 of 10,5.0,This is the best little bag e v e r ! ! ! !,"January 13, 2006","Becky ""Looks like I picked the wrong week to quit sniffing glue""","Huntington, WV","I purchased the scarlett version of this bag more than two years ago, and it's still in perfect condition!  The color doesn't fade when you wash it, and it's the most durable bag I've ever owned.  I will not, refuse to, absolutely cannot make me carry a purse, but I carry this bag everyday.  The very front zipper pocket is great for change, the small zipper holds my keys and cell and a host of other small items I always seemed to be losing before, and the large pocket is big enough to fit several medium sized paperbacks in.  It's perfect for everyday use, and will last forever. The ""backpack straps"" are comfortable and have never broken.  I was so excited when I found this on Amazon, and IN EVERY COLOR!  Before, the selection was red and black only, so this is fabulous!  Buy this bag, you will love it"
B000EBVSCO:naturalizer_women's_brown_leather_shoes:terri_wright,B000EBVSCO,Naturalizer Women's Alena Slingback: Apparel,apparel,,5.0,Naturalizer Women's Brown Leather Shoes,"April 12, 2007",Terri Wright,"Camas, WA USA",Very quick delivery.  Price was very good compared to other online companies.  Will use again
B000771R7G:the_most_attractive_sports_bra_i've_ever_worn:evilchicken,B000771R7G,Double Strap Sports Bra: Apparel,apparel,3 of 3,5.0,the most attractive sports bra I've ever worn,"July 11, 2006",evilchicken,,This bra is very comfy and also quite sexy for a sports bra!  I am a b cup and am using it for low to moderate impact activities and have found it quite supportive and comfortable
B000AS2IHA:very_warm_and_comfortable:loladobie,B000AS2IHA,Slippers International Women's Genuine Shearling Fluff Scuff: Apparel,apparel,0 of 1,5.0,Very warm and comfortable,"January 29, 2007",LolaDobie,,"I purchased these slippers in pink, and not only are they super cute, they are quite comfortable and very warm.  The sole of the slipper is slightly heavier than most, but it is nice if you need to step outside or in the garage for something when it's cold out. I would recommend them. :"
"B000662EPW:stylish_and_nice,_hot_looking_too:sara_""babe""_hackett",B000662EPW,Butterfly Lace Up Panty: Apparel,apparel,11 of 12,5.0,"Stylish and Nice, Hot Looking too","January 15, 2007","Sara ""Babe"" Hackett",from the Darkside,"These are stylish and nice and perfect to wear under a pair of cutoff Levi's. My cutoffs are so faded, so frayed, so, well you know. So when I peal them off to reveal this Butterfly Lace up Panty (in Black with the pick laces on the back) it's like an instant transformation from outdoor girl to bedroom girl. We only had two colors at our lingerie party, white and the black and pink models, but I can imagine all the colors would be nice too."
B0002TV2R4:hot_socks_!!!:matthew_g._sherwin,B0002TV2R4,"Gold Toe Men's Windsor Wool Dress Sock, 3-Pack: Apparel",apparel,21 of 21,5.0,Hot Socks !!!,"November 21, 2006",Matthew G. Sherwin,"Brewster, New York United States","Amazon notes that these socks are ""only made from the finest yarns."" They mean it, too! These socks keep your feet warm with their wool fiber; and they are very well made and last forever. I especially like the way that they are reinforced at the heel and toe for lots and lots of wear. Oh sure, these socks may cost a bit more--but you get so much use out of them that these socks inevitably pay for themselves. 

The socks also fit any shoe size between 7 and 12; therefore it is almost one size fits all. A big plus! I also like that the toe area is literally made from gold colored fibers. Great!

I would not dry these socks at high temperatures. This could result in the sock becoming too loose on your foot. Eventually they will ""bunch up"" when you wear them and that's very uncomfortable. Dry these fine socks at a lower temperature.

Overall, you can't go wrong buying these socks. They keep your feet extra warm during colder weather. They are manufactured so well that you definitely get your money's worth. A good deal!

SMILE"
"B000BH90T4:i_would_have_given_5_stars,_but...:pn_""pn_in_dc""",B000BH90T4,indigo by Clarks Women's Boelyn Wedge Sandal: Apparel,apparel,3 of 5,4.0,"I would have given 5 stars, but...","August 3, 2006","PN ""PN in DC""","Washignton, DC","They looks nice, and fit really well, however, not so soft like some other Clarks/Indigo. "
"B000EY5ORQ:quality,_price:daniel_dellheim_""theshopper""",B000EY5ORQ,Rockport Men's Margin Oxford: Apparel,apparel,1 of 4,5.0,"Quality, Price","January 11, 2007","Daniel Dellheim ""theShopper""","Boston,MA","Fits, Great quality,great sale price- If your lucky you don't get what you pay for"
"B000686I6G:nice_gift:dana_m._cox_""dana_c.""",B000686I6G,"Terry Bathrobe, 100% Combed Egyptian Cotton Terry Robe, Made in Turkey. Now 30% Off Until May 1st: Apparel",apparel,1 of 1,5.0,Nice gift,"January 22, 2007","Dana M. Cox ""Dana C.""","Stevensville, MD","I ordered these robes (in white and ivory) as Christmas gifts for my mother and father-in-law.  They arrived quickly and beautifully packaged.  

Last week, I was told that they loved their thick and luxurious robes - they feel as if they are at a spa.  I was concerned about the one size fits all sizing, but I was told that she loved the extra coverage (she's probably a size 14-16) and this is one of the few robes that goes around his expanding waistline (I buy him XL sweaters).  

I will order one for myself as soon as I am in the market for a robe. "
"B000686I6G:nice_robe_for_the_money:lucy_krawchuk_""lucy_k""",B000686I6G,"Terry Bathrobe, 100% Combed Egyptian Cotton Terry Robe, Made in Turkey. Now 30% Off Until May 1st: Apparel",apparel,2 of 2,4.0,Nice robe for the money,"January 19, 2007","lucy krawchuk ""Lucy K""","Corona, CA","The robe is very warm and heavy, perfect for cold mornings and the ""just out of the shower chills"" that you get. It doesnt quite have the ""luxurious"" feel of a spa robe, and the thread loops are matted in certain areas, but quality wise it is better than anything else I've seen for similar prices. The length is much shorter than pictured. I bought this for my boyfriend, who is 6 ft, 190 lbs, average build, and it comes just above his knee! All in all, it's a decent robe for the price and he likes it."
"B000I30CIE:cars:jean_carlos_gimenez_""jean_gimenez""",B000I30CIE,Disney Cars Toddler Boys' Lightning Strap Sneaker: Apparel,apparel,,5.0,cars,"March 12, 2007","Jean Carlos Gimenez ""jean gimenez""",,"El producto lo recibi en perfectas condiciones, excelente comprarle a ustedes.-
saludos
Maryury"
B000I30CIE:love_the_wheels:janice_l._macdonald,B000I30CIE,Disney Cars Toddler Boys' Lightning Strap Sneaker: Apparel,apparel,,5.0,Love the Wheels,"March 8, 2007",Janice L. Macdonald,,The sneakers are great.  My son loves the wheels on the side
B00063VZ6Y:beanie:a._lockhart,B00063VZ6Y,Long Beanie / Black: Apparel,apparel,1 of 2,5.0,beanie,"March 17, 2006",A. Lockhart,"Grayslake, Illinois USA","this has to be the best beanie that i have ever purchased...i wear it all the time, it fits perfectly and looks awesome!"
"B0009VT6MI:excellent_product!!:hera_""happy_mom""",B0009VT6MI,Marilyn Satin Halter Dress Plus Size: Apparel,apparel,1 of 9,5.0,Excellent product!!,"July 19, 2006","hera ""happy mom""","Istanbul, Turkey","I have ordered this tux for my 18 months old son for my sister's wedding. It looked amazing!!!

The suit arrived timely and I couldn't believe how perfect they have prepared the whole package. All the details were well thought and the tux looked perfect with satin buttons, matching waist band and stripes on the side of the pants. Even the shirt is so well tailored. 

My son was very comfortable in the suit during the whole night and accepted more applouds than the groom!

I sincerely recommend this product"
